編號,日期,時間,震央位置,緯度,經度,相對位置,震度,規模,深度
058   ,2023-08-10,10:02,北緯 24.79 ° 東經 121.95 °, 24.79 , 121.95 ,宜蘭縣政府東北東方  20.1  公里 ,2級,5.0,91.2
,2023-08-08,18:38,北緯 23.27 ° 東經 121.58 °, 23.27 , 121.58 ,臺東縣政府東北方  71.6  公里 ,2級,4.6,40.0
,2023-08-08,14:26,北緯 23.29 ° 東經 121.42 °, 23.29 , 121.42 ,臺東縣政府北北東方  65.7  公里 ,3級,3.8,25.4
,2023-08-08,14:26,北緯 23.3 ° 東經 121.43 °, 23.3 , 121.43 ,臺東縣政府北北東方  66.6  公里 ,2級,4.0,27.2
,2023-08-06,13:12,北緯 24.59 ° 東經 121.8 °, 24.59 , 121.8 ,宜蘭縣政府南南東方  16.2  公里 ,2級,4.6,64.8
057   ,2023-08-04,20:52,北緯 21.8 ° 東經 121.57 °, 21.8 , 121.57 ,臺東縣政府南南東方  113.8  公里 ,4級,4.4,10.0
,2023-08-04,20:51,北緯 21.83 ° 東經 121.67 °, 21.83 , 121.67 ,臺東縣政府南南東方  116.1  公里 ,3級,3.9,24.4
,2023-08-04,20:28,北緯 21.83 ° 東經 121.69 °, 21.83 , 121.69 ,臺東縣政府南南東方  116.1  公里 ,3級,4.2,25.1
056   ,2023-08-04,20:25,北緯 21.84 ° 東經 121.64 °, 21.84 , 121.64 ,臺東縣政府南南東方  113.5  公里 ,4級,5.0,21.4
055   ,2023-08-04,20:22,北緯 21.84 ° 東經 121.64 °, 21.84 , 121.64 ,臺東縣政府南南東方  113.3  公里 ,4級,5.0,20.3
,2023-08-02,13:11,北緯 23.1 ° 東經 121.49 °, 23.1 , 121.49 ,臺東縣政府東北方  52.1  公里 ,3級,3.8,19.9
,2023-08-01,00:38,北緯 23.92 ° 東經 121.63 °, 23.92 , 121.63 ,花蓮縣政府南方  7.6  公里 ,2級,4.4,48.3
,2023-09-30,21:04,北緯 23.91 ° 東經 121.45 °, 23.91 , 121.45 ,花蓮縣政府西南西方  19.4  公里 ,3級,3.9,21.0
,2023-09-30,16:04,北緯 24.57 ° 東經 121.89 °, 24.57 , 121.89 ,宜蘭縣政府東南方  22.2  公里 ,2級,4.4,60.2
,2023-09-28,04:13,北緯 23.11 ° 東經 121.29 °, 23.11 , 121.29 ,花蓮縣政府南南西方  102.9  公里 ,2級,3.7,17.1
,2023-09-27,14:11,北緯 23.05 ° 東經 120.72 °, 23.05 , 120.72 ,高雄市政府東北方  63.3  公里 ,2級,3.7,5.7
,2023-09-27,01:52,北緯 23.26 ° 東經 121.24 °, 23.26 , 121.24 ,花蓮縣政府南南西方  89.3  公里 ,2級,3.8,17.0
,2023-09-26,20:30,北緯 23.1 ° 東經 121.36 °, 23.1 , 121.36 ,臺東縣政府北北東方  43.6  公里 ,3級,4.1,20.9
,2023-09-26,07:04,北緯 24.49 ° 東經 122.76 °, 24.49 , 122.76 ,宜蘭縣政府東南東方  104.0  公里 ,2級,4.9,96.4
,2023-09-26,01:36,北緯 23.26 ° 東經 121.25 °, 23.26 , 121.25 ,花蓮縣政府南南西方  89.5  公里 ,3級,4.1,17.2
,2023-09-25,04:35,北緯 22.91 ° 東經 121.08 °, 22.91 , 121.08 ,臺東縣政府北北西方  18.4  公里 ,2級,3.7,8.3
,2023-09-22,02:32,北緯 22.9 ° 東經 120.59 °, 22.9 , 120.59 ,高雄市政府東北方  42.6  公里 ,2級,3.5,15.6
,2023-09-20,22:45,北緯 23.22 ° 東經 121.41 °, 23.22 , 121.41 ,臺東縣政府北北東方  57.9  公里 ,2級,4.3,35.3
,2023-09-20,19:09,北緯 24.24 ° 東經 121.77 °, 24.24 , 121.77 ,花蓮縣政府北北東方  31.6  公里 ,3級,4.1,10.6
,2023-09-20,13:25,北緯 23.64 ° 東經 121.3 °, 23.64 , 121.3 ,花蓮縣政府西南方  51.0  公里 ,3級,3.9,7.5
,2023-09-20,02:19,北緯 23.79 ° 東經 121.41 °, 23.79 , 121.41 ,花蓮縣政府西南方  30.6  公里 ,3級,3.5,26.2
,2023-09-19,07:47,北緯 23.24 ° 東經 120.45 °, 23.24 , 120.45 ,臺南市政府東北方  38.4  公里 ,2級,3.7,9.6
,2023-09-18,21:21,北緯 25.99 ° 東經 125.58 °, 25.99 , 125.58 ,基隆市政府東北東方  397.0  公里,2級,6.8,251.8
,2023-09-17,04:41,北緯 22.24 ° 東經 120.84 °, 22.24 , 120.84 ,屏東縣政府東南方  61.6  公里 ,3級,3.9,14.5
069   ,2023-09-15,18:34,北緯 24.38 ° 東經 121.83 °, 24.38 , 121.83 ,宜蘭縣政府南方  39.1  公里 ,4級,5.3,43.1
068   ,2023-09-15,18:34,北緯 24.04 ° 東經 121.67 °, 24.04 , 121.67 ,花蓮縣政府東北方  8.1  公里 ,3級,4.4,23.9
,2023-09-15,03:41,北緯 23.9 ° 東經 121.45 °, 23.9 , 121.45 ,花蓮縣政府西南西方  20.3  公里 ,3級,3.5,20.1
,2023-09-14,23:53,北緯 23.34 ° 東經 120.2 °, 23.34 , 120.2 ,嘉義縣政府西南方  16.2  公里 ,2級,3.4,10.0
,2023-09-13,11:58,北緯 21.85 ° 東經 121 °, 21.85 , 121 ,臺東縣政府南方  101.6  公里 ,2級,3.9,25.4
067   ,2023-09-12,19:03,北緯 19.3 ° 東經 121.08 °, 19.3 , 121.08 ,高雄市政府南南東方  376.3  公里,2級,6.8,59.9
,2023-09-11,07:09,北緯 22.17 ° 東經 121.4 °, 22.17 , 121.4 ,臺東縣政府南南東方  70.0  公里 ,2級,3.8,25.3
,2023-09-07,03:02,北緯 24.23 ° 東經 121.78 °, 24.23 , 121.78 ,花蓮縣政府北北東方  30.8  公里 ,1級,3.6,11.2
066   ,2023-09-06,13:21,北緯 22.9 ° 東經 120.68 °, 22.9 , 120.68 ,高雄市政府東北方  48.6  公里 ,4級,4.4,5.8
,2023-09-06,02:07,北緯 23.12 ° 東經 120.63 °, 23.12 , 120.63 ,高雄市政府北北東方  64.3  公里 ,2級,3.7,15.2
,2023-09-05,17:45,北緯 23.53 ° 東經 120.39 °, 23.53 , 120.39 ,嘉義縣政府東北方  12.1  公里 ,2級,3.1,10.9
065   ,2023-09-05,17:30,北緯 23.53 ° 東經 120.39 °, 23.53 , 120.39 ,嘉義縣政府東北方  12.0  公里 ,5弱,5.5,9.9
064   ,2023-09-05,11:13,北緯 22.25 ° 東經 120.81 °, 22.25 , 120.81 ,屏東縣政府東南方  58.4  公里 ,4級,4.7,9.0
,2023-09-04,22:42,北緯 23.37 ° 東經 120.22 °, 23.37 , 120.22 ,嘉義縣政府西南方  12.2  公里 ,3級,3.3,7.3
,2023-09-04,22:10,北緯 23.09 ° 東經 121.17 °, 23.09 , 121.17 ,臺東縣政府北方  37.3  公里 ,2級,3.5,10.5
,2023-09-04,15:50,北緯 24.8 ° 東經 122.44 °, 24.8 , 122.44 ,宜蘭縣政府東方  68.8  公里 ,1級,4.3,17.3
,2023-09-02,11:06,北緯 23.16 ° 東經 121.34 °, 23.16 , 121.34 ,臺東縣政府北北東方  49.4  公里 ,2級,3.5,14.7
,2023-09-02,02:13,北緯 23.53 ° 東經 120.38 °, 23.53 , 120.38 ,嘉義縣政府東北方  12.1  公里 ,2級,3.4,9.5
,2023-09-01,11:35,北緯 23.93 ° 東經 121.46 °, 23.93 , 121.46 ,花蓮縣政府西南西方  17.9  公里 ,2級,3.4,20.9
,2023-09-01,11:18,北緯 23.53 ° 東經 120.39 °, 23.53 , 120.39 ,嘉義縣政府東北方  12.2  公里 ,3級,3.2,9.7
,2023-09-01,10:49,北緯 24.27 ° 東經 120.77 °, 24.27 , 120.77 ,臺中市政府東北方  17.7  公里 ,2級,3.6,29.1
,2023-09-01,02:58,北緯 24.95 ° 東經 122.21 °, 24.95 , 122.21 ,基隆市政府東南東方  51.1  公里 ,2級,4.4,14.3
,2023-10-31,23:47,北緯 23.93 ° 東經 121.53 °, 23.93 , 121.53 ,花蓮縣政府西南方  11.6  公里 ,2級,3.6,31.9
078   ,2023-10-31,20:33,北緯 23.24 ° 東經 121.6 °, 23.24 , 121.6 ,臺東縣政府東北方  71.2  公里 ,3級,4.7,44.6
,2023-10-31,04:32,北緯 24.47 ° 東經 121.73 °, 24.47 , 121.73 ,宜蘭縣政府南方  29.0  公里 ,2級,3.2,8.2
077   ,2023-10-30,02:12,北緯 23.77 ° 東經 121.52 °, 23.77 , 121.52 ,花蓮縣政府南南西方  26.1  公里 ,3級,4.2,7.3
,2023-10-29,23:35,北緯 23.77 ° 東經 121.52 °, 23.77 , 121.52 ,花蓮縣政府南南西方  26.7  公里 ,2級,3.2,8.7
,2023-10-29,17:36,北緯 23.44 ° 東經 121.46 °, 23.44 , 121.46 ,花蓮縣政府南南西方  63.4  公里 ,2級,4.3,30.0
,2023-10-28,16:33,北緯 24.46 ° 東經 121.84 °, 24.46 , 121.84 ,宜蘭縣政府南南東方  30.7  公里 ,3級,3.8,20.9
,2023-10-28,14:02,北緯 23.1 ° 東經 121.36 °, 23.1 , 121.36 ,臺東縣政府北北東方  43.5  公里 ,2級,3.9,20.2
,2023-10-28,12:34,北緯 23.95 ° 東經 121.49 °, 23.95 , 121.49 ,花蓮縣政府西南西方  14.0  公里 ,2級,3.3,17.9
,2023-10-28,10:16,北緯 22.52 ° 東經 121.37 °, 22.52 , 121.37 ,臺東縣政府東南方  34.5  公里 ,3級,4.7,29.7
,2023-10-27,17:36,北緯 22.97 ° 東經 121.28 °, 22.97 , 121.28 ,臺東縣政府北北東方  26.9  公里 ,1級,3.7,29.1
,2023-10-27,08:12,北緯 24.62 ° 東經 121.09 °, 24.62 , 121.09 ,新竹縣政府南南東方  24.4  公里 ,3級,3.8,4.3
,2023-10-27,01:36,北緯 23.54 ° 東經 121.55 °, 23.54 , 121.55 ,花蓮縣政府南方  50.1  公里 ,1級,3.9,49.0
,2023-10-26,14:28,北緯 22.12 ° 東經 121.36 °, 22.12 , 121.36 ,臺東縣政府南南東方  73.8  公里 ,3級,4.3,25.2
,2023-10-25,08:12,北緯 24.62 ° 東經 121.09 °, 24.62 , 121.09 ,新竹縣政府南南東方  24.6  公里 ,4級,3.7,3.5
,2023-10-24,10:54,北緯 24 ° 東經 122.63 °, 24 , 122.63 ,花蓮縣政府東方  102.8  公里 ,1級,5.3,30.7
076   ,2023-10-24,07:05,北緯 24 ° 東經 122.62 °, 24 , 122.62 ,花蓮縣政府東方  102.2  公里 ,3級,6.2,31.5
075   ,2023-10-23,21:19,北緯 23 ° 東經 121.32 °, 23 , 121.32 ,臺東縣政府東北方  32.2  公里 ,4級,4.9,21.3
074   ,2023-10-22,14:52,北緯 24.75 ° 東經 121.93 °, 24.75 , 121.93 ,宜蘭縣政府東方  17.3  公里 ,3級,4.5,79.1
,2023-10-20,15:00,北緯 23.19 ° 東經 120.77 °, 23.19 , 120.77 ,高雄市政府東北方  78.6  公里 ,4級,4.0,5.5
,2023-10-20,00:49,北緯 23.73 ° 東經 121.39 °, 23.73 , 121.39 ,花蓮縣政府西南方  37.2  公里 ,2級,3.7,26.4
073   ,2023-10-19,00:00,北緯 23.27 ° 東經 121.25 °, 23.27 , 121.25 ,花蓮縣政府南南西方  88.5  公里 ,3級,4.1,17.5
,2023-10-17,13:00,北緯 21.78 ° 東經 121.06 °, 21.78 , 121.06 ,臺東縣政府南方  108.7  公里 ,2級,4.1,17.9
,2023-10-17,07:44,北緯 23.93 ° 東經 121.47 °, 23.93 , 121.47 ,花蓮縣政府西南西方  16.9  公里 ,4級,4.0,18.3
,2023-10-16,20:56,北緯 24.61 ° 東經 121.63 °, 24.61 , 121.63 ,宜蘭縣政府西南方  19.5  公里 ,2級,4.0,52.2
,2023-10-16,08:55,北緯 23.32 ° 東經 120.41 °, 23.32 , 120.41 ,臺南市政府東北方  42.4  公里 ,3級,3.7,10.0
,2023-10-15,21:32,北緯 23.67 ° 東經 121.37 °, 23.67 , 121.37 ,花蓮縣政府西南方  44.3  公里 ,4級,3.7,13.7
,2023-10-14,22:04,北緯 23.99 ° 東經 122.29 °, 23.99 , 122.29 ,花蓮縣政府東方  68.1  公里 ,2級,4.9,23.5
,2023-10-14,16:05,北緯 24 ° 東經 122.31 °, 24 , 122.31 ,花蓮縣政府東方  70.4  公里 ,2級,4.7,24.1
,2023-10-14,15:56,北緯 24.03 ° 東經 122.27 °, 24.03 , 122.27 ,花蓮縣政府東方  66.2  公里 ,1級,4.7,21.8
072   ,2023-10-14,15:53,北緯 24 ° 東經 122.3 °, 24 , 122.3 ,花蓮縣政府東方  69.3  公里 ,2級,5.3,23.2
071   ,2023-10-12,20:16,北緯 22.92 ° 東經 120.56 °, 22.92 , 120.56 ,高雄市政府東北方  41.9  公里 ,4級,4.9,15.6
070   ,2023-10-11,18:36,北緯 23.27 ° 東經 121.24 °, 23.27 , 121.24 ,花蓮縣政府南南西方  88.2  公里 ,5弱,5.8,14.5
,2023-10-10,04:18,北緯 23.97 ° 東經 121.03 °, 23.97 , 121.03 ,南投縣政府東北東方  35.2  公里 ,3級,3.9,14.3
,2023-10-10,04:18,北緯 23.97 ° 東經 121.03 °, 23.97 , 121.03 ,南投縣政府東北東方  35.7  公里 ,3級,3.8,13.6
,2023-10-10,04:14,北緯 23.26 ° 東經 120.4 °, 23.26 , 120.4 ,臺南市政府東北方  37.4  公里 ,2級,3.7,12.1
,2023-10-10,00:28,北緯 23.6 ° 東經 120.59 °, 23.6 , 120.59 ,雲林縣政府南南東方  13.3  公里 ,3級,3.2,10.5
,2023-10-09,18:47,北緯 23.72 ° 東經 121.4 °, 23.72 , 121.4 ,花蓮縣政府西南方  37.8  公里 ,3級,3.6,14.4
,2023-10-08,04:56,北緯 23.43 ° 東經 121.29 °, 23.43 , 121.29 ,花蓮縣政府南南西方  70.0  公里 ,2級,3.9,11.8
,2023-10-05,16:53,北緯 24.04 ° 東經 122.35 °, 24.04 , 122.35 ,花蓮縣政府東方  74.1  公里 ,2級,4.9,23.6
,2023-10-04,20:48,北緯 24.44 ° 東經 121.82 °, 24.44 , 121.82 ,宜蘭縣政府南南東方  33.1  公里 ,2級,4.2,43.1
,2023-10-04,08:45,北緯 23.28 ° 東經 121.43 °, 23.28 , 121.43 ,臺東縣政府北北東方  64.6  公里 ,3級,3.9,28.0
,2023-10-03,12:21,北緯 24.34 ° 東經 121.76 °, 24.34 , 121.76 ,宜蘭縣政府南方  42.8  公里 ,2級,3.9,19.4
,2023-10-01,02:48,北緯 23.14 ° 東經 121.37 °, 23.14 , 121.37 ,臺東縣政府北北東方  48.2  公里 ,1級,3.4,19.8
,2023-11-28,00:45,北緯 24.43 ° 東經 121.84 °, 24.43 , 121.84 ,宜蘭縣政府南南東方  34.8  公里 ,4級,3.6,12.0
,2023-11-27,22:16,北緯 23.12 ° 東經 120.23 °, 23.12 , 120.23 ,臺南市政府北北東方  14.5  公里 ,4級,3.5,8.9
,2023-11-27,02:06,北緯 24.41 ° 東經 121.79 °, 24.41 , 121.79 ,宜蘭縣政府南方  35.6  公里 ,3級,3.6,20.2
083   ,2023-11-26,12:31,北緯 24.06 ° 東經 122.43 °, 24.06 , 122.43 ,花蓮縣政府東方  82.3  公里 ,2級,5.4,25.6
,2023-11-26,12:11,北緯 24.06 ° 東經 122.42 °, 24.06 , 122.42 ,花蓮縣政府東方  81.4  公里 ,1級,4.9,25.9
,2023-11-24,16:33,北緯 23.73 ° 東經 121.41 °, 23.73 , 121.41 ,花蓮縣政府西南方  35.6  公里 ,2級,3.5,14.3
082   ,2023-11-23,12:26,北緯 23.2 ° 東經 121.54 °, 23.2 , 121.54 ,臺東縣政府東北方  63.1  公里 ,3級,4.7,44.4
,2023-11-23,03:53,北緯 24.73 ° 東經 121.05 °, 24.73 , 121.05 ,新竹縣政府南南東方  11.5  公里 ,1級,2.2,6.7
,2023-11-22,07:22,北緯 24.38 ° 東經 121.85 °, 24.38 , 121.85 ,宜蘭縣政府南南東方  40.2  公里 ,2級,3.9,46.4
,2023-11-21,23:22,北緯 22.59 ° 東經 120.96 °, 22.59 , 120.96 ,臺東縣政府西南方  27.0  公里 ,3級,3.9,10.5
,2023-11-21,18:16,北緯 24.51 ° 東經 121.88 °, 24.51 , 121.88 ,宜蘭縣政府南南東方  27.2  公里 ,2級,3.5,10.7
081   ,2023-11-21,01:16,北緯 23.82 ° 東經 120.86 °, 23.82 , 120.86 ,南投縣政府東南東方  19.3  公里 ,4級,4.6,28.9
,2023-11-20,00:40,北緯 24.22 ° 東經 121.6 °, 24.22 , 121.6 ,花蓮縣政府北方  25.1  公里 ,2級,4.1,39.5
,2023-11-19,00:58,北緯 22.28 ° 東經 119.98 °, 22.28 , 119.98 ,高雄市政府西南方  51.1  公里 ,1級,4.6,39.1
,2023-11-17,14:46,北緯 22.29 ° 東經 120 °, 22.29 , 120 ,高雄市政府西南方  48.6  公里 ,1級,4.4,38.3
,2023-11-17,14:14,北緯 22.99 ° 東經 121.45 °, 22.99 , 121.45 ,臺東縣政府東北方  40.2  公里 ,4級,4.0,20.0
080   ,2023-11-17,05:00,北緯 21.94 ° 東經 121.59 °, 21.94 , 121.59 ,臺東縣政府南南東方  100.6  公里 ,4級,4.1,16.4
,2023-11-14,02:39,北緯 24.42 ° 東經 121.86 °, 24.42 , 121.86 ,宜蘭縣政府南南東方  36.0  公里 ,2級,3.8,22.9
079   ,2023-11-11,00:54,北緯 23.46 ° 東經 121.57 °, 23.46 , 121.57 ,花蓮縣政府南方  59.2  公里 ,4級,5.5,39.1
,2023-11-10,20:05,北緯 23.07 ° 東經 121.34 °, 23.07 , 121.34 ,臺東縣政府北北東方  39.5  公里 ,2級,4.2,36.9
,2023-11-08,05:34,北緯 24.29 ° 東經 121.85 °, 24.29 , 121.85 ,花蓮縣政府東北方  40.3  公里 ,2級,4.1,15.5
,2023-11-07,17:58,北緯 23.53 ° 東經 120.4 °, 23.53 , 120.4 ,嘉義縣政府東北方  13.1  公里 ,2級,3.2,8.9
,2023-11-07,16:20,北緯 24.53 ° 東經 121.82 °, 24.53 , 121.82 ,宜蘭縣政府南南東方  23.4  公里 ,4級,3.7,8.4
,2023-11-07,02:52,北緯 23.64 ° 東經 121.53 °, 23.64 , 121.53 ,花蓮縣政府南南西方  39.9  公里 ,1級,3.9,26.7
,2023-11-06,08:32,北緯 24.62 ° 東經 122 °, 24.62 , 122 ,宜蘭縣政府東南東方  26.3  公里 ,2級,4.2,64.7
,2023-11-05,07:10,北緯 23.53 ° 東經 120.39 °, 23.53 , 120.39 ,嘉義縣政府東北方  12.8  公里 ,3級,3.1,9.2
,2023-11-05,06:04,北緯 24.09 ° 東經 121.51 °, 24.09 , 121.51 ,花蓮縣政府西北方  15.2  公里 ,2級,3.6,23.7
,2023-11-04,16:27,北緯 24.19 ° 東經 120.97 °, 24.19 , 120.97 ,臺中市政府東方  29.7  公里 ,1級,3.6,35.1
,2023-11-03,05:00,北緯 24.41 ° 東經 121.95 °, 24.41 , 121.95 ,宜蘭縣政府南南東方  39.9  公里 ,1級,4.1,29.6
085   ,2023-12-31,05:57,北緯 24.6 ° 東經 121.84 °, 24.6 , 121.84 ,宜蘭縣政府南南東方  16.3  公里 ,3級,4.6,49.3
,2023-12-26,08:21,北緯 23.04 ° 東經 121.49 °, 23.04 , 121.49 ,臺東縣政府東北方  46.7  公里 ,2級,3.7,26.6
,2023-12-26,06:19,北緯 24.38 ° 東經 121.76 °, 24.38 , 121.76 ,宜蘭縣政府南方  38.8  公里 ,4級,3.0,6.3
,2023-12-25,19:04,北緯 23.14 ° 東經 121.18 °, 23.14 , 121.18 ,臺東縣政府北方  42.8  公里 ,3級,3.4,14.5
,2023-12-25,11:49,北緯 24.43 ° 東經 121.92 °, 24.43 , 121.92 ,宜蘭縣政府南南東方  37.1  公里 ,1級,3.8,29.9
,2023-12-24,17:19,北緯 22.64 ° 東經 121.32 °, 22.64 , 121.32 ,臺東縣政府東南方  22.0  公里 ,2級,4.4,21.0
,2023-12-24,05:21,北緯 22.65 ° 東經 121.31 °, 22.65 , 121.31 ,臺東縣政府東南方  20.2  公里 ,3級,4.6,19.2
,2023-12-24,05:07,北緯 22.65 ° 東經 121.3 °, 22.65 , 121.3 ,臺東縣政府東南方  19.8  公里 ,2級,4.5,19.0
,2023-12-23,10:32,北緯 24.27 ° 東經 122.14 °, 24.27 , 122.14 ,花蓮縣政府東北東方  61.4  公里 ,2級,4.7,55.1
,2023-12-22,18:09,北緯 23.78 ° 東經 120.92 °, 23.78 , 120.92 ,南投縣政府東南東方  27.5  公里 ,2級,3.6,28.1
,2023-12-22,10:02,北緯 24.96 ° 東經 122.14 °, 24.96 , 122.14 ,基隆市政府東南東方  44.2  公里 ,2級,4.6,17.5
,2023-12-22,10:02,北緯 24.94 ° 東經 122.2 °, 24.94 , 122.2 ,宜蘭縣政府東北東方  50.0  公里 ,1級,4.2,16.5
,2023-12-21,19:33,北緯 24.71 ° 東經 121.03 °, 24.71 , 121.03 ,新竹縣政府南方  13.5  公里 ,1級,2.6,11.0
,2023-12-20,15:06,北緯 24.31 ° 東經 121.19 °, 24.31 , 121.19 ,臺中市政府東北東方  55.4  公里 ,3級,3.5,12.4
,2023-12-19,11:37,北緯 23.76 ° 東經 122.06 °, 23.76 , 122.06 ,花蓮縣政府東南東方  51.7  公里 ,2級,4.4,43.1
,2023-12-19,11:27,北緯 23.14 ° 東經 121.18 °, 23.14 , 121.18 ,臺東縣政府北方  42.6  公里 ,2級,3.8,14.4
,2023-12-19,09:07,北緯 23.13 ° 東經 121.18 °, 23.13 , 121.18 ,臺東縣政府北方  42.1  公里 ,2級,3.7,14.2
,2023-12-16,20:23,北緯 23.78 ° 東經 121.55 °, 23.78 , 121.55 ,花蓮縣政府南南西方  24.6  公里 ,2級,3.9,18.7
,2023-12-15,23:31,北緯 23.17 ° 東經 121.55 °, 23.17 , 121.55 ,臺東縣政府東北方  61.5  公里 ,2級,3.8,46.5
,2023-12-14,06:10,北緯 23.91 ° 東經 121.47 °, 23.91 , 121.47 ,花蓮縣政府西南西方  17.9  公里 ,3級,3.6,18.1
,2023-12-13,07:27,北緯 23.77 ° 東經 121.51 °, 23.77 , 121.51 ,花蓮縣政府南南西方  27.2  公里 ,3級,3.9,7.7
,2023-12-13,03:01,北緯 23.76 ° 東經 121.51 °, 23.76 , 121.51 ,花蓮縣政府南南西方  27.8  公里 ,3級,4.0,8.5
,2023-12-13,01:34,北緯 24.73 ° 東經 121.79 °, 24.73 , 121.79 ,宜蘭縣政府東方  2.9  公里 ,2級,3.3,9.5
,2023-12-10,20:46,北緯 23.31 ° 東經 121.02 °, 23.31 , 121.02 ,高雄市政府東北方  105.5  公里 ,2級,3.3,3.6
,2023-12-09,14:19,北緯 24.5 ° 東經 122.68 °, 24.5 , 122.68 ,宜蘭縣政府東南東方  96.7  公里 ,2級,5.3,96.6
,2023-12-08,07:56,北緯 23.93 ° 東經 121.47 °, 23.93 , 121.47 ,花蓮縣政府西南西方  17.0  公里 ,2級,3.2,17.6
,2023-12-07,21:21,北緯 23.47 ° 東經 121.31 °, 23.47 , 121.31 ,花蓮縣政府南南西方  66.3  公里 ,3級,4.1,12.5
,2023-12-06,06:20,北緯 23.22 ° 東經 121.36 °, 23.22 , 121.36 ,臺東縣政府北北東方  55.5  公里 ,1級,3.4,17.0
,2023-12-04,11:08,北緯 25.17 ° 東經 121.56 °, 25.17 , 121.56 ,臺北市政府北方  14.6  公里 ,1級,2.3,3.3
084   ,2023-12-02,06:27,北緯 23.42 ° 東經 121.44 °, 23.42 , 121.44 ,臺東縣政府北北東方  79.2  公里 ,4級,4.9,23.8
,2023-12-01,23:19,北緯 23.99 ° 東經 121.03 °, 23.99 , 121.03 ,南投縣政府東北東方  36.3  公里 ,2級,3.8,14.3
,2023-12-01,23:11,北緯 24 ° 東經 121 °, 24 , 121 ,南投縣政府東北東方  33.5  公里 ,3級,4.2,16.4
